,Ticker,Company,Sector,Industry,Country
891,BTO,John Hancock Financial Opportunities Fund,Financial,Closed-End Fund - Equity,USA
892,BTRS,BTRS Holdings Inc.,Technology,Software - Application,USA
893,BTT,Blackrock Municipal 2030 Target Term Trust,Financial,Closed-End Fund - Debt,USA
894,BTU,Peabody Energy Corporation,Energy,Thermal Coal,USA
895,BTWN,Bridgetown Holdings Limited,Financial,Shell Companies,Hong Kong
896,BTWNU,Bridgetown Holdings Limited,Financial,Shell Companies,Hong Kong
897,BTX,"Brooklyn ImmunoTherapeutics, Inc.",Healthcare,Biotechnology,USA
898,BTZ,BlackRock Credit Allocation Income Trust,Financial,Closed-End Fund - Debt,USA
899,BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,Beverages - Brewers,Belgium
900,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",Financial,Closed-End Fund - Equity,USA
901,BUR,Burford Capital Limited,Financial,Asset Management,United Kingdom
902,BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,USA
903,BUSE,First Busey Corporation,Financial,Banks - Regional,USA
904,BV,"BrightView Holdings, Inc.",Industrials,Specialty Business Services,USA
905,BVH,Bluegreen Vacations Holding Corporation,Consumer Cyclical,Resorts & Casinos,USA
906,BVN,Compania de Minas Buenaventura S.A.A.,Basic Materials,Other Precious Metals & Mining,Peru
907,BVS,Bioventus Inc.,Healthcare,Diagnostics & Research,USA
908,BVXV,BiondVax Pharmaceuticals Ltd.,Healthcare,Biotechnology,Israel
909,BW,"Babcock & Wilcox Enterprises, Inc.",Industrials,Specialty Industrial Machinery,USA
910,BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,USA
911,BWAC,Better World Acquisition Corp.,Financial,Shell Companies,USA
912,BWACU,Better World Acquisition Corp.,Financial,Shell Companies,USA
913,BWAY,BrainsWay Ltd.,Healthcare,Diagnostics & Research,Israel
914,BWB,"Bridgewater Bancshares, Inc.",Financial,Banks - Regional,USA
915,BWEN,"Broadwind, Inc.",Industrials,Specialty Industrial Machinery,USA
916,BWFG,"Bankwell Financial Group, Inc.",Financial,Banks - Regional,USA
917,BWG,Legg Mason BW Global Income Opportunities Fund Inc.,Financial,Closed-End Fund - Debt,USA
918,BWL-A,Bowl America Incorporated,Consumer Cyclical,Leisure,USA
919,BWMX,"Betterware de Mexico, S.A.B. de C.V.",Consumer Cyclical,Specialty Retail,Mexico
920,BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,USA
921,BX,The Blackstone Group Inc.,Financial,Asset Management,USA
922,BXC,BlueLinx Holdings Inc.,Industrials,Building Products & Equipment,USA
923,BXMT,"Blackstone Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA
924,BXMX,Nuveen S&P 500 Buy-Write Income Fund,Financial,Closed-End Fund - Equity,USA
925,BXP,"Boston Properties, Inc.",Real Estate,REIT - Office,USA
926,BXRX,"Baudax Bio, Inc.",Healthcare,Biotechnology,USA
927,BXS,BancorpSouth Bank,Financial,Banks - Regional,USA
928,BY,"Byline Bancorp, Inc.",Financial,Banks - Regional,USA
929,BYD,Boyd Gaming Corporation,Consumer Cyclical,Resorts & Casinos,USA
930,BYFC,Broadway Financial Corporation,Financial,Banks - Regional,USA
931,BYM,BlackRock Municipal Income Quality Trust,Financial,Closed-End Fund - Debt,USA
932,BYND,"Beyond Meat, Inc.",Consumer Defensive,Packaged Foods,USA
933,BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,USA
934,BYTSU,BYTE Acquisition Corp.,Financial,Shell Companies,USA
935,BZH,"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction,USA
936,BZUN,Baozun Inc.,Consumer Cyclical,Internet Retail,China
937,C,Citigroup Inc.,Financial,Banks - Diversified,USA
938,CAAP,Corporacion America Airports S.A.,Industrials,Airports & Air Services,Luxembourg
939,CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts,China
940,CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,USA
941,CABO,"Cable One, Inc.",Communication Services,Telecom Services,USA
942,CAC,Camden National Corporation,Financial,Banks - Regional,USA
943,CACC,Credit Acceptance Corporation,Financial,Credit Services,USA
944,CACI,CACI International Inc,Technology,Information Technology Services,USA
945,CADE,Cadence Bancorporation,Financial,Banks - Regional,USA
946,CAE,CAE Inc.,Industrials,Aerospace & Defense,Canada
947,CAF,"Morgan Stanley China A Share Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
948,CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,USA
949,CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,USA
950,CAHC,CA Healthcare Acquisition Corp.,Financial,Shell Companies,USA
951,CAHCU,CA Healthcare Acquisition Corp.,Financial,Shell Companies,USA
952,CAI,"CAI International, Inc.",Industrials,Rental & Leasing Services,USA
953,CAJ,Canon Inc.,Technology,Computer Hardware,Japan
954,CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,USA
955,CAL,"Caleres, Inc.",Consumer Cyclical,Footwear & Accessories,USA
956,CALA,"Calithera Biosciences, Inc.",Healthcare,Biotechnology,USA
957,CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,USA
958,CALT,Calliditas Therapeutics AB (publ),Healthcare,Drug Manufacturers - Specialty & Generic,Sweden
959,CALX,"Calix, Inc.",Technology,Software - Application,USA
960,CAMP,CalAmp Corp.,Technology,Communication Equipment,USA
961,CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,Israel
962,CAN,Canaan Inc.,Technology,Computer Hardware,China
963,CANF,Can-Fite BioPharma Ltd.,Healthcare,Biotechnology,Israel
964,CANG,Cango Inc.,Communication Services,Internet Content & Information,China
965,CAP,Capitol Investment Corp. V,Financial,Shell Companies,USA
966,CAPA,HighCape Capital Acquisition Corp.,Financial,Shell Companies,USA
967,CAPL,CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,USA
968,CAPR,"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,USA
969,CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,USA
970,CARA,"Cara Therapeutics, Inc.",Healthcare,Biotechnology,USA
971,CARE,"Carter Bankshares, Inc.",Financial,Banks - Regional,USA
972,CARG,"CarGurus, Inc.",Communication Services,Internet Content & Information,USA
973,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA
974,CARS,Cars.com Inc.,Consumer Cyclical,Auto & Truck Dealerships,USA
975,CARV,"Carver Bancorp, Inc.",Financial,Banks - Regional,USA
976,CAS,Cascade Acquisition Corp.,Financial,Shell Companies,USA
977,CASA,"Casa Systems, Inc.",Technology,Communication Equipment,USA
978,CASH,"Meta Financial Group, Inc.",Financial,Banks - Regional,USA
979,CASI,"CASI Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
980,CASS,"Cass Information Systems, Inc.",Industrials,Specialty Business Services,USA
981,CASY,"Casey's General Stores, Inc.",Consumer Defensive,Grocery Stores,USA
982,CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,USA
983,CATB,"Catabasis Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
984,CATC,Cambridge Bancorp,Financial,Banks - Regional,USA
985,CATM,Cardtronics plc,Industrials,Business Equipment & Supplies,USA
986,CATO,The Cato Corporation,Consumer Cyclical,Apparel Retail,USA
987,CATY,Cathay General Bancorp,Financial,Banks - Regional,USA
988,CB,Chubb Limited,Financial,Insurance - Property & Casualty,Switzerland
989,CBAH,"CBRE Acquisition Holdings, Inc.",Financial,Shell Companies,USA
990,CBAN,"Colony Bankcorp, Inc.",Financial,Banks - Regional,USA
991,CBAT,"CBAK Energy Technology, Inc.",Industrials,Electrical Equipment & Parts,China
992,CBAY,"CymaBay Therapeutics, Inc.",Healthcare,Biotechnology,USA
993,CBB,Cincinnati Bell Inc.,Communication Services,Telecom Services,USA
994,CBD,Companhia Brasileira de Distribuicao,Consumer Cyclical,Department Stores,Brazil
995,CBFV,"CB Financial Services, Inc.",Financial,Banks - Regional,USA
996,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,Financial,Asset Management,USA
997,CBIO,"Catalyst Biosciences, Inc.",Healthcare,Biotechnology,USA
998,CBLI,"Cleveland BioLabs, Inc.",Healthcare,Biotechnology,USA
999,CBMB,"CBM Bancorp, Inc.",Financial,Banks - Regional,USA
1000,CBNK,"Capital Bancorp, Inc.",Financial,Banks - Regional,USA
1001,CBOE,"Cboe Global Markets, Inc.",Financial,Financial Data & Stock Exchanges,USA
1002,CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,USA
1003,CBRL,"Cracker Barrel Old Country Store, Inc.",Consumer Cyclical,Restaurants,USA
1004,CBSH,"Commerce Bancshares, Inc.",Financial,Banks - Regional,USA
1005,CBT,Cabot Corporation,Basic Materials,Specialty Chemicals,USA
1006,CBTX,"CBTX, Inc.",Financial,Banks - Regional,USA
1007,CBU,"Community Bank System, Inc.",Financial,Banks - Regional,USA
1008,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA
1009,CC,The Chemours Company,Basic Materials,Specialty Chemicals,USA
1010,CCAC,CITIC Capital Acquisition Corp.,Financial,Shell Companies,China
1011,CCAP,"Crescent Capital BDC, Inc.",Financial,Asset Management,USA
1012,CCBG,"Capital City Bank Group, Inc.",Financial,Banks - Regional,USA
1013,CCCC,"C4 Therapeutics, Inc.",Healthcare,Biotechnology,USA
1014,CCD,Calamos Dynamic Convertible and Income Fund,Financial,Closed-End Fund - Equity,USA
1015,CCEP,Coca-Cola European Partners plc,Consumer Defensive,Beverages - Non-Alcoholic,United Kingdom
1016,CCF,Chase Corporation,Basic Materials,Specialty Chemicals,USA
1017,CCI,Crown Castle International Corp. (REIT),Real Estate,REIT - Specialty,USA
1018,CCIV,Churchill Capital Corp IV,Financial,Shell Companies,USA
1019,CCJ,Cameco Corporation,Energy,Uranium,Canada
1020,CCK,"Crown Holdings, Inc.",Consumer Cyclical,Packaging & Containers,USA
1021,CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,USA
1022,CCLP,CSI Compressco LP,Energy,Oil & Gas Equipment & Services,USA
1023,CCM,Concord Medical Services Holdings Limited,Healthcare,Medical Care Facilities,China
1024,CCMP,"CMC Materials, Inc.",Technology,Semiconductor Equipment & Materials,USA
1025,CCNC,Code Chain New Continent Limited,Basic Materials,Coking Coal,China
1026,CCNE,CNB Financial Corporation,Financial,Banks - Regional,USA
1027,CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,Advertising Agencies,USA
1028,CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Telecom Services,USA
1029,CCRC,"China Customer Relations Centers, Inc.",Technology,Information Technology Services,China
1030,CCRN,"Cross Country Healthcare, Inc.",Industrials,Staffing & Employment Services,USA
1031,CCS,"Century Communities, Inc.",Consumer Cyclical,Residential Construction,USA
1032,CCU,Compania Cervecerias Unidas S.A.,Consumer Defensive,Beverages - Brewers,Chile
1033,CCV,Churchill Capital Corp V,Financial,Shell Companies,USA
1034,CCVI,Churchill Capital Corp VI,Financial,Shell Companies,USA
1035,CCX,Churchill Capital Corp II,Financial,Shell Companies,USA
1036,CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology,USA
1037,CD,Chindata Group Holdings Limited,Technology,Information Technology Services,China
1038,CDAK,"Codiak BioSciences, Inc.",Healthcare,Biotechnology,USA
1039,CDAY,Ceridian HCM Holding Inc.,Technology,Software - Application,USA
1040,CDE,"Coeur Mining, Inc.",Basic Materials,Gold,USA
1041,CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas E&P,USA
1042,CDK,"CDK Global, Inc.",Technology,Software - Application,USA
1043,CDLX,"Cardlytics, Inc.",Communication Services,Internet Content & Information,USA
1044,CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology,USA
1045,CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,USA
1046,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA
1047,CDOR,"Condor Hospitality Trust, Inc.",Real Estate,REIT - Hotel & Motel,USA
1048,CDR,"Cedar Realty Trust, Inc.",Real Estate,REIT - Retail,USA
1049,CDTX,"Cidara Therapeutics, Inc.",Healthcare,Biotechnology,USA
1050,CDW,CDW Corporation,Technology,Information Technology Services,USA
1051,CDXC,ChromaDex Corporation,Healthcare,Biotechnology,USA
1052,CDXS,"Codexis, Inc.",Healthcare,Biotechnology,USA
1053,CDZI,Cadiz Inc.,Utilities,Utilities - Regulated Water,USA
1054,CE,Celanese Corporation,Basic Materials,Chemicals,USA
1055,CEA,China Eastern Airlines Corporation Limited,Industrials,Airlines,China
1056,CECE,CECO Environmental Corp.,Industrials,Pollution & Treatment Controls,USA
1057,CEE,"The Central and Eastern Europe Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
1058,CEF,Sprott Physical Gold and Silver Trust,Financial,Asset Management,Canada
1059,CEI,"Camber Energy, Inc.",Energy,Oil & Gas E&P,USA
1060,CEIX,CONSOL Energy Inc.,Energy,Thermal Coal,USA
1061,CELC,Celcuity Inc.,Healthcare,Diagnostics & Research,USA
1062,CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA
1063,CELP,"Cypress Environmental Partners, L.P.",Energy,Oil & Gas Equipment & Services,USA
1064,CEM,ClearBridge MLP and Midstream Fund Inc,Financial,Closed-End Fund - Equity,USA
1065,CEMI,"Chembio Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA
1066,CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA
1067,CENHU,Centricus Acquisition Corp.,Financial,Shell Companies,United Kingdom
1068,CENT,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA
1069,CENTA,Central Garden & Pet Company,Consumer Defensive,Packaged Foods,USA
1070,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA
1071,CEPU,Central Puerto S.A.,Utilities,Utilities - Regulated Electric,Argentina
1072,CEQP,Crestwood Equity Partners LP,Energy,Oil & Gas Midstream,USA
1073,CERC,Cerecor Inc.,Healthcare,Biotechnology,USA
1074,CERE,"Cerevel Therapeutics Holdings, Inc.",Healthcare,Biotechnology,USA
1075,CERN,Cerner Corporation,Healthcare,Health Information Services,USA
1076,CERS,Cerus Corporation,Healthcare,Biotechnology,USA
1077,CERT,"Certara, Inc.",Healthcare,Biotechnology,USA
1078,CET,Central Securities Corp.,Financial,Asset Management,USA
1079,CETX,"Cemtrex, Inc.",Industrials,Conglomerates,USA
1080,CEV,Eaton Vance California Municipal Income Trust,Financial,Asset Management,USA
1081,CEVA,"CEVA, Inc.",Technology,Semiconductors,USA
1082,CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,USA
1083,CFAC,CF Finance Acquisition Corp. III,Financial,Shell Companies,USA
1084,CFACU,CF Finance Acquisition Corp. III,Financial,Shell Companies,USA
1085,CFB,"CrossFirst Bankshares, Inc.",Financial,Banks - Regional,USA
1086,CFBK,CF Bankshares Inc.,Financial,Banks - Regional,USA
1087,CFFEU,CF Acquisition Corp. VIII,Financial,Shell Companies,USA
1088,CFFI,C&F Financial Corporation,Financial,Banks - Regional,USA
1089,CFFN,"Capitol Federal Financial, Inc.",Financial,Banks - Regional,USA
1090,CFFVU,CF Acquisition Corp. V,Financial,Shell Companies,USA
1091,CFG,"Citizens Financial Group, Inc.",Financial,Banks - Regional,USA
1092,CFIV,CF Acquisition Corp. IV,Financial,Shell Companies,USA
1093,CFIVU,CF Acquisition Corp. IV,Financial,Shell Companies,USA
1094,CFMS,"Conformis, Inc.",Healthcare,Medical Devices,USA
1095,CFR,"Cullen/Frost Bankers, Inc.",Financial,Banks - Regional,USA
1096,CFRX,ContraFect Corporation,Healthcare,Biotechnology,USA
1097,CFVIU,CF Acquisition Corp. VI,Financial,Shell Companies,USA
1098,CFX,Colfax Corporation,Industrials,Specialty Industrial Machinery,USA
1099,CG,The Carlyle Group Inc.,Financial,Asset Management,USA
1100,CGA,"China Green Agriculture, Inc.",Basic Materials,Agricultural Inputs,China
1101,CGAU,Centerra Gold Inc.,Basic Materials,Gold,Canada
1102,CGBD,"TCG BDC, Inc.",Financial,Asset Management,USA
1103,CGC,Canopy Growth Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,Canada
1104,CGEM,"Cullinan Oncology, Inc.",Healthcare,Biotechnology,USA
1105,CGEN,Compugen Ltd.,Healthcare,Biotechnology,Israel
1106,CGNT,Cognyte Software Ltd.,Technology,Software - Infrastructure,Israel
1107,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,USA
1108,CGO,Calamos Global Total Return Fund,Financial,Closed-End Fund - Equity,USA
1109,CGRN,Capstone Green Energy Corporation,Industrials,Specialty Industrial Machinery,USA
1110,CHAA,Catcha Investment Corp,Financial,Shell Companies,Malaysia
1111,CHCI,"Comstock Holding Companies, Inc.",Real Estate,Real Estate - Diversified,USA
1112,CHCO,City Holding Company,Financial,Banks - Regional,USA
1113,CHCT,Community Healthcare Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA
1114,CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,USA
1115,CHDN,Churchill Downs Incorporated,Consumer Cyclical,Gambling,USA
1116,CHE,Chemed Corporation,Healthcare,Medical Care Facilities,USA
1117,CHEF,"The Chefs' Warehouse, Inc.",Consumer Defensive,Food Distribution,USA
1118,CHEK,Check-Cap Ltd.,Healthcare,Diagnostics & Research,Israel
1119,CHFW,Consonance-HFW Acquisition Corp.,Financial,Shell Companies,USA
1120,CHGG,"Chegg, Inc.",Consumer Defensive,Education & Training Services,USA
1121,CHH,"Choice Hotels International, Inc.",Consumer Cyclical,Lodging,USA
1122,CHI,Calamos Convertible Opportunities and Income Fund,Financial,Closed-End Fund - Debt,USA
1123,CHK,Chesapeake Energy Corporation,Energy,Oil & Gas E&P,USA
1124,CHKP,Check Point Software Technologies Ltd.,Technology,Software - Application,Israel
1125,CHMA,"Chiasma, Inc.",Healthcare,Biotechnology,USA
1126,CHMG,Chemung Financial Corporation,Financial,Banks - Regional,USA
1127,CHMI,Cherry Hill Mortgage Investment Corporation,Real Estate,REIT - Mortgage,USA
1128,CHN,"The China Fund, Inc.",Financial,Closed-End Fund - Foreign,USA
1129,CHNG,Change Healthcare Inc.,Healthcare,Health Information Services,USA
1130,CHNR,"China Natural Resources, Inc.",Basic Materials,Other Industrial Metals & Mining,Hong Kong
1131,CHPM,CHP Merger Corp.,Financial,Shell Companies,USA
1132,CHPT,"ChargePoint Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA
1133,CHRA,"Charah Solutions, Inc.",Industrials,Waste Management,USA
1134,CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology,USA
1135,CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,USA
1136,CHS,"Chico's FAS, Inc.",Consumer Cyclical,Apparel Retail,USA
1137,CHSCL,CHS Inc.,Consumer Defensive,Farm Products,USA
1138,CHSCM,CHS Inc.,Consumer Defensive,Farm Products,USA
1139,CHSCN,CHS Inc.,Consumer Defensive,Farm Products,USA
1140,CHSCO,CHS Inc.,Consumer Defensive,Farm Products,USA
1141,CHSCP,CHS Inc.,Consumer Defensive,Farm Products,USA
1142,CHT,"Chunghwa Telecom Co., Ltd.",Communication Services,Telecom Services,Taiwan
1143,CHTR,"Charter Communications, Inc.",Communication Services,Entertainment,USA
1144,CHUY,"Chuy's Holdings, Inc.",Consumer Cyclical,Restaurants,USA
1145,CHW,Calamos Global Dynamic Income Fund,Financial,Closed-End Fund - Equity,USA
1146,CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,USA
1147,CHX,ChampionX Corporation,Energy,Oil & Gas Equipment & Services,USA
1148,CHY,Calamos Convertible and High Income Fund,Financial,Closed-End Fund - Debt,USA
1149,CI,Cigna Corporation,Healthcare,Healthcare Plans,USA
1150,CIA,"Citizens, Inc.",Financial,Insurance - Life,USA
1151,CIB,Bancolombia S.A.,Financial,Banks - Regional,Colombia
1152,CIDM,Cinedigm Corp.,Communication Services,Entertainment,USA
1153,CIEN,Ciena Corporation,Technology,Communication Equipment,USA
1154,CIF,MFS Intermediate High Income Fund,Financial,Closed-End Fund - Debt,USA
1155,CIG,Companhia Energetica de Minas Gerais,Utilities,Utilities - Diversified,Brazil
1156,CIGI,Colliers International Group Inc.,Real Estate,Real Estate Services,Canada
1157,CIH,China Index Holdings Limited,Technology,Software - Application,China
1158,CII,"BlackRock Enhanced Capital and Income Fund, Inc.",Financial,Closed-End Fund - Equity,USA
1159,CIK,"Credit Suisse Asset Management Income Fund, Inc.",Financial,Asset Management,USA
1160,CIM,Chimera Investment Corporation,Real Estate,REIT - Mortgage,USA
1161,CINF,Cincinnati Financial Corporation,Financial,Insurance - Property & Casualty,USA
1162,CINR,Ciner Resources LP,Basic Materials,Chemicals,USA
1163,CIO,"City Office REIT, Inc.",Real Estate,REIT - Office,USA
1164,CIR,"CIRCOR International, Inc.",Industrials,Specialty Industrial Machinery,USA
1165,CIT,CIT Group Inc.,Financial,Banks - Regional,USA
1166,CIVB,"Civista Bancshares, Inc.",Financial,Banks - Regional,USA
1167,CIX,CompX International Inc.,Industrials,Security & Protection Services,USA
1168,CIXX,CI Financial Corp,Financial,Asset Management,Canada
1169,CIZN,Citizens Holding Company,Financial,Banks - Regional,USA
1170,CJJD,"China Jo-Jo Drugstores, Inc.",Healthcare,Pharmaceutical Retailers,China
1171,CKPT,"Checkpoint Therapeutics, Inc.",Healthcare,Biotechnology,USA
1172,CKX,"CKX Lands, Inc.",Energy,Oil & Gas E&P,USA
1173,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,USA
1174,CLAR,Clarus Corporation,Consumer Cyclical,Leisure,USA
1175,CLAS,Class Acceleration Corp.,Financial,Shell Companies,USA
1176,CLB,Core Laboratories N.V.,Energy,Oil & Gas Equipment & Services,Netherlands
1177,CLBK,"Columbia Financial, Inc.",Financial,Banks - Regional,USA
1178,CLBS,"Caladrius Biosciences, Inc.",Healthcare,Biotechnology,USA
1179,CLDR,"Cloudera, Inc.",Technology,Software - Application,USA
1180,CLDT,Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel,USA
1181,CLDX,"Celldex Therapeutics, Inc.",Healthcare,Biotechnology,USA
1182,CLEU,China Liberal Education Holdings Limited,Consumer Defensive,Education & Training Services,China
1183,CLF,Cleveland-Cliffs Inc.,Basic Materials,Steel,USA
1184,CLFD,"Clearfield, Inc.",Technology,Communication Equipment,USA
1185,CLGN,CollPlant Biotechnologies Ltd.,Healthcare,Biotechnology,Israel
1186,CLGX,"CoreLogic, Inc.",Technology,Information Technology Services,USA
1187,CLH,"Clean Harbors, Inc.",Industrials,Waste Management,USA
1188,CLI,Mack-Cali Realty Corporation,Real Estate,REIT - Office,USA
1189,CLII,Climate Change Crisis Real Impact I Acquisition Corporation,Financial,Shell Companies,USA
1190,CLIM,Climate Real Impact Solutions II Acquisition Corporation,Financial,Shell Companies,USA
1191,CLIR,ClearSign Technologies Corporation,Industrials,Pollution & Treatment Controls,USA
1192,CLLS,Cellectis S.A.,Healthcare,Biotechnology,France
1193,CLM,"Cornerstone Strategic Value Fund, Inc.",Financial,Asset Management,USA
1194,CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Oil & Gas E&P,USA
1195,CLNC,"Colony Credit Real Estate, Inc.",Real Estate,REIT - Diversified,USA
1196,CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas Refining & Marketing,USA
1197,CLNN,Clene Inc.,Healthcare,Biotechnology,USA
1198,CLNY,"Colony Capital, Inc.",Real Estate,REIT - Diversified,USA
1199,CLOV,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,USA
1200,CLPR,Clipper Realty Inc.,Real Estate,REIT - Diversified,USA
1201,CLPS,CLPS Incorporation,Technology,Information Technology Services,Hong Kong
1202,CLPT,"ClearPoint Neuro, Inc.",Healthcare,Medical Devices,USA
1203,CLR,"Continental Resources, Inc.",Energy,Oil & Gas E&P,USA
1204,CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology,USA
1205,CLRMU,Clarim Acquisition Corp.,Financial,Shell Companies,USA
1206,CLRO,"ClearOne, Inc.",Technology,Communication Equipment,USA
1207,CLS,Celestica Inc.,Technology,Electronic Components,Canada
1208,CLSD,"Clearside Biomedical, Inc.",Healthcare,Biotechnology,USA
1209,CLSK,"CleanSpark, Inc.",Technology,Software - Infrastructure,USA
1210,CLSN,Celsion Corporation,Healthcare,Biotechnology,USA
1211,CLVR,Clever Leaves Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
1212,CLVS,"Clovis Oncology, Inc.",Healthcare,Biotechnology,USA
1213,CLVT,Clarivate Plc,Technology,Information Technology Services,United Kingdom
1214,CLW,Clearwater Paper Corporation,Basic Materials,Paper & Paper Products,USA
1215,CLWT,Euro Tech Holdings Company Limited,Industrials,Pollution & Treatment Controls,Hong Kong
1216,CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,USA
1217,CLXT,"Calyxt, Inc.",Consumer Defensive,Packaged Foods,USA
1218,CM,Canadian Imperial Bank of Commerce,Financial,Banks - Diversified,Canada
1219,CMA,Comerica Incorporated,Financial,Banks - Regional,USA
1220,CMBM,Cambium Networks Corporation,Technology,Communication Equipment,USA
1221,CMC,Commercial Metals Company,Basic Materials,Steel,USA
1222,CMCL,Caledonia Mining Corporation Plc,Basic Materials,Gold,USA
1223,CMCM,Cheetah Mobile Inc.,Technology,Software - Application,China
1224,CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,USA
1225,CMCSA,Comcast Corporation,Communication Services,Entertainment,USA
1226,CMCT,CIM Commercial Trust Corporation,Real Estate,REIT - Office,USA
1227,CMD,Cantel Medical Corp.,Healthcare,Medical Instruments & Supplies,USA
1228,CME,CME Group Inc.,Financial,Financial Data & Stock Exchanges,USA
1229,CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,USA
1230,CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,USA
1231,CMIIU,CM Life Sciences II Inc.,Financial,Shell Companies,USA
1232,CMLF,"CM Life Sciences, Inc.",Financial,Shell Companies,USA
1233,CMLFU,"CM Life Sciences, Inc.",Financial,Shell Companies,USA
1234,CMLS,Cumulus Media Inc.,Communication Services,Broadcasting,USA
1235,CMLTU,CM Life Sciences III Inc.,Financial,Shell Companies,USA
1236,CMMB,Chemomab Therapeutics Ltd.,Healthcare,Biotechnology,Israel
1237,CMO,Capstead Mortgage Corporation,Real Estate,REIT - Mortgage,USA
1238,CMP,"Compass Minerals International, Inc.",Basic Materials,Other Industrial Metals & Mining,USA
1239,CMPI,"Checkmate Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
1240,CMPR,Cimpress plc,Communication Services,Advertising Agencies,Ireland
1241,CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,United Kingdom
1242,CMRE,Costamare Inc.,Industrials,Marine Shipping,Monaco
1243,CMRX,"Chimerix, Inc.",Healthcare,Biotechnology,USA
1244,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,USA
1245,CMT,"Core Molding Technologies, Inc.",Basic Materials,Specialty Chemicals,USA
1246,CMTL,Comtech Telecommunications Corp.,Technology,Communication Equipment,USA
1247,CMU,MFS High Yield Municipal Trust,Financial,Closed-End Fund - Debt,USA
1248,CNA,CNA Financial Corporation,Financial,Insurance - Property & Casualty,USA
1249,CNBKA,"Century Bancorp, Inc.",Financial,Banks - Regional,USA
1250,CNC,Centene Corporation,Healthcare,Healthcare Plans,USA
